----------------------------------------------------
CREATING urbs MODEL
CREATING oemof MODEL
----------------------------------------------------
OBJECTIVE
urbs	 29259572784.55652
oemof	 29259572784.55721
Diff	 -0.000690460205078125
----------------------------------------------------
Memory Used
urbs	 144.0  Mb
oemof	 79.5  Mb
Diff	 64.5  Mb
----------------------------------------------------
Constraint Amount
urbs	 143352
oemof	 82967
Diff	 60385
----------------------------------------------------
----------------------------------------------------
i 	 Storage Hesse 	 (urbs - oemof)
28 	 Transmission IN 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: -118.7649287261423
28 	 Transmission IN 	 Schleswig-Holstein_Hamburg 	 Diff: 118.76492872613898
34 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: -24.3920319908793
34 	 Transmission IN 	 Schleswig-Holstein_Hamburg 	 Diff: -24.392031990884988
35 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: -209.62984070921152
35 	 Transmission IN 	 Schleswig-Holstein_Hamburg 	 Diff: -209.629840709216
36 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: 261.56266494812303
36 	 Transmission IN 	 Schleswig-Holstein_Hamburg 	 Diff: 261.562664948119
37 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: -4.499999999996099
38 	 Transmission IN 	 Schleswig-Holstein_Hamburg 	 Diff: -4.5000000000040075
43 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: -156.74669342750303
43 	 Transmission IN 	 Schleswig-Holstein_Hamburg 	 Diff: -156.746693427507
44 	 Transmission IN 	 Schleswig-Holstein_Hamburg 	 Diff: 96.4423897261632
44 	 Transmission IN 	 Schleswig-Holstein_Lower Saxony 	 Diff: -96.44238972616301
45 	 Transmission IN 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: 70.57318255797121
45 	 Transmission IN 	 Schleswig-Holstein_Hamburg 	 Diff: -70.5731825579756
67 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: -231.45460163713898
67 	 Transmission IN 	 Schleswig-Holstein_Lower Saxony 	 Diff: -231.454601637139
69 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: -47.49642401992298
69 	 Transmission IN 	 Schleswig-Holstein_Lower Saxony 	 Diff: -47.49642401992379
70 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: -174.930137934213
70 	 Transmission IN 	 Schleswig-Holstein_Lower Saxony 	 Diff: -174.93013793421403
72 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: -214.574722799105
72 	 Transmission IN 	 Schleswig-Holstein_Hamburg 	 Diff: -214.574722799109
85 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: -21.155966596943983
93 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: -5.014123573204017
93 	 Transmission OUT 	 Schleswig-Holstein_Hamburg 	 Diff: 5.014123573203989
94 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: -6.001103569824977
94 	 Transmission OUT 	 Schleswig-Holstein_Hamburg 	 Diff: 6.0011035698250055
98 	 Transmission OUT 	 Schleswig-Holstein_Mecklenburg-Vorpommern 	 Diff: 105.6712477256226
98 	 Transmission IN 	 Schleswig-Holstein_Hamburg 	 Diff: 105.67124772562
----------------------------------------------------
i 	 Transmission Offshore 	 (urbs - oemof)
----------------------------------------------------
i 	 Transmission Thuringia 	 (urbs - oemof)
1 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: -67.69332860607204
1 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: 41.7258088794111
2 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: -57.399157532256936
2 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: 57.3991575322636
3 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: -59.83946539591295
3 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: 59.8394653959195
4 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 25.967519726735077
7 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: -88.55555555555998
9 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: 38.777777777779875
11 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: -8.231966488099943
11 	 Transmission IN 	 Thuringia_Saxony 	 Diff: 8.231966488089995
14 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: 49.77777777776498
15 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: -91.915499502915
15 	 Transmission IN 	 Thuringia_Saxony 	 Diff: 3.3599439473630355
17 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: 88.55555555555793
20 	 Transmission OUT 	 Thuringia_Hesse 	 Diff: -21.066044021768988
20 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 67.556428435827
20 	 Transmission IN 	 Thuringia_Saxony 	 Diff: 48.5641961272485
21 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 122.515775453884
22 	 Transmission OUT 	 Thuringia_Hesse 	 Diff: 95.02740663006715
22 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: -95.02740663006898
23 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 981.7274189284649
23 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: -251.06869449288592
24 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: -130.35697753239504
24 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: 481.817005529777
24 	 Transmission OUT 	 Thuringia_Bavaria 	 Diff: -351.460027997379
25 	 Transmission OUT 	 Thuringia_Hesse 	 Diff: 95.43117215705811
25 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: -154.8311721570701
25 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: 59.400000000006
26 	 Transmission OUT 	 Thuringia_Hesse 	 Diff: -157.652115153006
26 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 157.65211515300007
31 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: -851.100688176159
32 	 Transmission OUT 	 Thuringia_Hesse 	 Diff: -63.656073090834994
32 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 26.306093416210956
32 	 Transmission IN 	 Thuringia_Saxony 	 Diff: 26.3060934162172
32 	 Transmission IN 	 Thuringia_Bavaria 	 Diff: -63.65607309083998
33 	 Transmission OUT 	 Thuringia_Hesse 	 Diff: 95.0274066300676
33 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: -95.02740663007194
34 	 Transmission IN 	 Thuringia_Hesse 	 Diff: 186.951186535288
35 	 Transmission IN 	 Thuringia_Hesse 	 Diff: -34.4863848533484
36 	 Transmission IN 	 Thuringia_Hesse 	 Diff: 186.951186535288
36 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: -31.410000000022023
37 	 Transmission IN 	 Thuringia_Hesse 	 Diff: -186.951186535291
37 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 182.51316126021672
38 	 Transmission IN 	 Thuringia_Hesse 	 Diff: 186.951186535288
38 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 35.192057416067996
39 	 Transmission IN 	 Thuringia_Hesse 	 Diff: -24.91037440468341
39 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: -283.088130386799
39 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: 43.5113166007707
40 	 Transmission IN 	 Thuringia_Hesse 	 Diff: 105.7524178528534
40 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: -111.7680644599331
42 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: 125.21460563303042
42 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: 125.1598503666515
43 	 Transmission IN 	 Thuringia_Hesse 	 Diff: -186.951186535291
43 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 174.875131046178
44 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: -376.76997395613705
44 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: 376.769973956129
45 	 Transmission OUT 	 Thuringia_Hesse 	 Diff: -14.2007257489447
45 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 14.200725748940044
47 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 400.2880468030273
47 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: -46.197655672992994
47 	 Transmission IN 	 Thuringia_Bavaria 	 Diff: 354.09039113003496
55 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 301.271920171301
55 	 Transmission IN 	 Thuringia_Bavaria 	 Diff: 301.271920171311
56 	 Transmission IN 	 Thuringia_Hesse 	 Diff: -31.0521392487193
56 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: 64.019723474844
56 	 Transmission IN 	 Thuringia_Bavaria 	 Diff: -32.96758422615301
59 	 Transmission IN 	 Thuringia_Bavaria 	 Diff: -199.855181964356
60 	 Transmission IN 	 Thuringia_Bavaria 	 Diff: -80.33227228643102
61 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 117.19501519028296
61 	 Transmission IN 	 Thuringia_Bavaria 	 Diff: 280.18745425090196
63 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: -117.19501519037601
65 	 Transmission IN 	 Thuringia_Hesse 	 Diff: 14.739867682913001
65 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: -14.739867682902059
69 	 Transmission IN 	 Thuringia_Hesse 	 Diff: -93.2240129573328
69 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: -262.83257638190605
69 	 Transmission IN 	 Thuringia_Bavaria 	 Diff: -169.608563424572
80 	 Transmission OUT 	 Thuringia_Saxony-Anhalt 	 Diff: 342.736856318972
80 	 Transmission IN 	 Thuringia_Bavaria 	 Diff: 342.73685631898206
81 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: -225.0345545795667
81 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: -225.0345545795666
85 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: 255.249034094493
85 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: 255.249034094493
86 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: 203.997747829231
86 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: 203.99774782922603
91 	 Transmission IN 	 Thuringia_Saxony-Anhalt 	 Diff: 153.312728812052
91 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: 153.31272881204904
93 	 Transmission IN 	 Thuringia_Hesse 	 Diff: -16.40146150553541
93 	 Transmission OUT 	 Thuringia_Saxony 	 Diff: -16.401461505535607
----------------------------------------------------
i 	 Transmission Baden-Württemberg 	 (urbs - oemof)
8 	 Transmission OUT 	 Baden-Württemberg_Rhineland-Palatinate 	 Diff: 59.819568491058504
9 	 Transmission OUT 	 Baden-Württemberg_Rhineland-Palatinate 	 Diff: -11.338696405970808
11 	 Transmission IN 	 Baden-Württemberg_Rhineland-Palatinate 	 Diff: 87.4164055275817
14 	 Transmission IN 	 Baden-Württemberg_Rhineland-Palatinate 	 Diff: 8.45853483892802
18 	 Transmission OUT 	 Baden-Württemberg_Hesse 	 Diff: 1.2373101917932985
31 	 Transmission OUT 	 Baden-Württemberg_Rhineland-Palatinate 	 Diff: -78.8778518990742
32 	 Transmission OUT 	 Baden-Württemberg_Hesse 	 Diff: 63.65607309083448
32 	 Transmission IN 	 Baden-Württemberg_Bavaria 	 Diff: 63.65607309083498
35 	 Transmission IN 	 Baden-Württemberg_Bavaria 	 Diff: 271.08616945441486
37 	 Transmission IN 	 Baden-Württemberg_Bavaria 	 Diff: -271.086169454415
54 	 Transmission OUT 	 Baden-Württemberg_Saarland 	 Diff: 8.227734624442604
55 	 Transmission OUT 	 Baden-Württemberg_Saarland 	 Diff: 43.628241390269004
56 	 Transmission OUT 	 Baden-Württemberg_Hesse 	 Diff: -25.152232791461984
56 	 Transmission OUT 	 Baden-Württemberg_Bavaria 	 Diff: -26.7037432231784
60 	 Transmission OUT 	 Baden-Württemberg_Hesse 	 Diff: -13.154944626076997
61 	 Transmission OUT 	 Baden-Württemberg_Hesse 	 Diff: 144.387636027271
64 	 Transmission OUT 	 Baden-Württemberg_Hesse 	 Diff: -131.232691401304
69 	 Transmission OUT 	 Baden-Württemberg_Hesse 	 Diff: -75.5114504954398
69 	 Transmission OUT 	 Baden-Württemberg_Bavaria 	 Diff: 75.5114504954361
70 	 Transmission IN 	 Baden-Württemberg_Saarland 	 Diff: 55.9210793734554
70 	 Transmission OUT 	 Baden-Württemberg_Bavaria 	 Diff: 55.921079373455
84 	 Transmission OUT 	 Baden-Württemberg_Hesse 	 Diff: 15.8776251446717
84 	 Transmission IN 	 Baden-Württemberg_Rhineland-Palatinate 	 Diff: -32.4115883891477
84 	 Transmission OUT 	 Baden-Württemberg_Bavaria 	 Diff: -48.28921353382
93 	 Transmission OUT 	 Baden-Württemberg_Hesse 	 Diff: -13.285183819484018
93 	 Transmission IN 	 Baden-Württemberg_Saarland 	 Diff: -13.285183819478497
95 	 Transmission OUT 	 Baden-Württemberg_Hesse 	 Diff: -105.5860073667409
95 	 Transmission OUT 	 Baden-Württemberg_Bavaria 	 Diff: 105.58600736673901
----------------------------------------------------
i 	 Transmission Hamburg 	 (urbs - oemof)
1 	 Transmission IN 	 Hamburg_Schleswig-Holstein 	 Diff: -3.988677291442997
1 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: 3.988677291442997
2 	 Transmission IN 	 Hamburg_Schleswig-Holstein 	 Diff: 78.73684160803299
2 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: -78.73684160803299
3 	 Transmission IN 	 Hamburg_Schleswig-Holstein 	 Diff: -78.73684160803299
3 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: 78.73684160803299
4 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: 294.409738671619
4 	 Transmission IN 	 Hamburg_North Rhine-Westphalia 	 Diff: -294.4097386716209
5 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: 13.03743374160996
5 	 Transmission IN 	 Hamburg_North Rhine-Westphalia 	 Diff: -13.037433741609988
7 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: 9.0
9 	 Transmission IN 	 Hamburg_Schleswig-Holstein 	 Diff: -34.999699632974
9 	 Transmission OUT 	 Hamburg_North Rhine-Westphalia 	 Diff: -34.9996996329736
11 	 Transmission IN 	 Hamburg_Schleswig-Holstein 	 Diff: 1.374789101990018
11 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: -1.374789101990018
14 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: 70.353665363967
14 	 Transmission OUT 	 Hamburg_North Rhine-Westphalia 	 Diff: 70.35366536396701
15 	 Transmission IN 	 Hamburg_Schleswig-Holstein 	 Diff: 21.695881343032
15 	 Transmission OUT 	 Hamburg_North Rhine-Westphalia 	 Diff: 21.6958813430323
18 	 Transmission IN 	 Hamburg_Schleswig-Holstein 	 Diff: 87.32085540041703
18 	 Transmission OUT 	 Hamburg_North Rhine-Westphalia 	 Diff: 87.3208554004173
20 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: 2.56026137430023
20 	 Transmission IN 	 Hamburg_North Rhine-Westphalia 	 Diff: 2.560261374300012
24 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: -60.74423877088398
24 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: -60.74423877088398
27 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: 72.04157245487198
28 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: 106.888435853526
34 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: -21.95282879179601
34 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: -21.952828791795895
35 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: -188.66685663829398
35 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: -188.666856638294
36 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: 235.4063984533072
36 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: 235.406398453307
38 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: -4.050000000004005
38 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: -4.050000000003401
43 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: -141.072024084756
43 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: -141.072024084756
44 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: 86.7981507535469
44 	 Transmission IN 	 Hamburg_North Rhine-Westphalia 	 Diff: 86.79815075354702
45 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: -63.515864302178
45 	 Transmission IN 	 Hamburg_North Rhine-Westphalia 	 Diff: -63.51586430217799
57 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: 215.75626239021548
57 	 Transmission IN 	 Hamburg_North Rhine-Westphalia 	 Diff: -215.756262390214
61 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: 130.21668354468372
61 	 Transmission IN 	 Hamburg_North Rhine-Westphalia 	 Diff: -130.21668354468403
63 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: -130.21668354486602
63 	 Transmission IN 	 Hamburg_North Rhine-Westphalia 	 Diff: 130.21668354486602
72 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: -193.117250519198
72 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: -193.117250519198
83 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: 24.888888888885205
83 	 Transmission IN 	 Hamburg_North Rhine-Westphalia 	 Diff: -24.888888888884992
84 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: -75.6680635378346
84 	 Transmission IN 	 Hamburg_North Rhine-Westphalia 	 Diff: 75.668063537835
93 	 Transmission IN 	 Hamburg_Schleswig-Holstein 	 Diff: 5.5712484146709755
93 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: -5.57124841467807
94 	 Transmission IN 	 Hamburg_Schleswig-Holstein 	 Diff: 6.6678928553610035
94 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: -6.667892855369196
98 	 Transmission OUT 	 Hamburg_Schleswig-Holstein 	 Diff: 95.1041229530576
98 	 Transmission IN 	 Hamburg_Lower Saxony 	 Diff: 95.10412295305798
----------------------------------------------------
i 	 Transmission Lower Saxony 	 (urbs - oemof)
1 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: 3.5898095622999904
1 	 Transmission OUT 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -3.58980956230372
2 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: -70.86315744722498
2 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: -70.863157447231
3 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: -73.87588320482598
3 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: 70.86315744723098
4 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: 148.72771794364508
4 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: 264.968764804458
5 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: 11.73369036744998
7 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: 8.100000000000009
7 	 Transmission OUT 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -8.099999999993003
8 	 Transmission OUT 	 Lower Saxony_Bremen 	 Diff: 53.8376116419587
8 	 Transmission OUT 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -53.837611641953
9 	 Transmission IN 	 Lower Saxony_Schleswig-Holstein 	 Diff: 34.9996996329739
9 	 Transmission OUT 	 Lower Saxony_North Rhine-Westphalia 	 Diff: 34.99969963298089
10 	 Transmission OUT 	 Lower Saxony_Bremen 	 Diff: 194.852864635647
10 	 Transmission OUT 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -194.852864635642
11 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: -1.2373101917909821
14 	 Transmission OUT 	 Lower Saxony_Hesse 	 Diff: -63.318298827582
14 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: 63.318298827570906
15 	 Transmission IN 	 Lower Saxony_Schleswig-Holstein 	 Diff: -21.6958813430328
15 	 Transmission OUT 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -21.695881343028987
18 	 Transmission IN 	 Lower Saxony_Schleswig-Holstein 	 Diff: -88.6956445024166
18 	 Transmission OUT 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -88.69564450241194
20 	 Transmission IN 	 Lower Saxony_Hesse 	 Diff: -26.0074617552708
20 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: 412.8267429489699
20 	 Transmission OUT 	 Lower Saxony_Schleswig-Holstein 	 Diff: 386.81928119370093
22 	 Transmission IN 	 Lower Saxony_Hesse 	 Diff: 117.317785963045
22 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: -117.317785963039
23 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: -534.2685654961899
23 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: 459.268565496194
24 	 Transmission IN 	 Lower Saxony_Bremen 	 Diff: -123.9399179067803
24 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: 69.27010301298992
24 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: -54.66981489379501
25 	 Transmission IN 	 Lower Saxony_Hesse 	 Diff: -117.317785963049
25 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: -191.14959525561994
25 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: 308.467381218675
26 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: 194.63224092964992
26 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -194.63224092963196
30 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: 379.08443545109003
30 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -379.084435451075
31 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: 75.00000000000296
33 	 Transmission IN 	 Lower Saxony_Hesse 	 Diff: 117.317785963045
33 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: -117.31778596304093
34 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: 19.757545912604996
34 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: -19.757545912616308
35 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: 169.800170974453
35 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: -169.800170974465
36 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: -211.86575860796898
36 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: 211.865758607977
37 	 Transmission IN 	 Lower Saxony_Hesse 	 Diff: -2.7808136689889977
37 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: -2.7808136689870366
38 	 Transmission IN 	 Lower Saxony_Hesse 	 Diff: -113.2630007644142
38 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: -109.618000764397
38 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: -3.6450000000030993
40 	 Transmission IN 	 Lower Saxony_Hesse 	 Diff: -117.317785963049
40 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: 169.03913019459642
43 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: 178.68616590783597
43 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: -126.96482167628
44 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: 228.935567911109
44 	 Transmission OUT 	 Lower Saxony_Schleswig-Holstein 	 Diff: -86.79815075354696
44 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -86.798150753539
45 	 Transmission IN 	 Lower Saxony_Hesse 	 Diff: -17.531760183884103
45 	 Transmission IN 	 Lower Saxony_Saxony-Anhalt 	 Diff: -1.73981573324623
45 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: 19.2715759171367
47 	 Transmission IN 	 Lower Saxony_Bremen 	 Diff: -216.503182928496
47 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: -331.9112257834358
47 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -115.40804285493505
55 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: -301.271920171314
55 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -301.27192017130824
57 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: 194.1806361511948
61 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: -117.19501519029
61 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: 117.1950151902159
63 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: 117.19501519036841
63 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: -117.195015190379
65 	 Transmission OUT 	 Lower Saxony_Hesse 	 Diff: 11.939292823158198
65 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: -11.939292823150026
67 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: 208.30914147342003
67 	 Transmission OUT 	 Lower Saxony_Schleswig-Holstein 	 Diff: -208.309141473425
69 	 Transmission OUT 	 Lower Saxony_Schleswig-Holstein 	 Diff: -42.746781617931504
70 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: 157.437124140784
70 	 Transmission OUT 	 Lower Saxony_Schleswig-Holstein 	 Diff: -157.437124140793
71 	 Transmission IN 	 Lower Saxony_Bremen 	 Diff: 216.503182928497
71 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -216.50318292849659
72 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: 151.62636012067298
72 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: -173.8055254672779
72 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -22.179165346601053
79 	 Transmission IN 	 Lower Saxony_Hesse 	 Diff: 97.9514590974124
79 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -97.95145909741001
80 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: -342.73685631897547
80 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -342.73685631897195
83 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: 22.39999999999641
84 	 Transmission OUT 	 Lower Saxony_Hesse 	 Diff: 52.2236320393805
84 	 Transmission OUT 	 Lower Saxony_Bremen 	 Diff: 15.877625144667093
84 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: -68.1012571840511
90 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: 42.45561336972014
90 	 Transmission IN 	 Lower Saxony_North Rhine-Westphalia 	 Diff: 42.45561336972699
